,lat,lon,nir,red,date,szen,yday,sif,b1,b2,sza
139,-26.375,25.875,0.5754,0.47779998,2016-01-02,44.01,2016002.0,0.46919924,2218.0,3544.0,24.8418
140,-27.375,26.125,0.3135,0.233,2016-01-02,44.07,2016002.0,0.117687695,2370.0,3513.0,25.04372
141,-28.375,26.375,0.2601,0.1814,2016-01-02,44.16,2016002.0,-0.2031028,2238.0,3352.0,25.296171
142,-28.625,125.375,0.23359999,0.16399999,2016-01-02,41.469997,2016002.0,-0.14120659,2022.0,2865.0,25.41624
143,-28.875,125.375,0.23629999,0.1644,2016-01-02,41.44,2016002.0,-0.016530532,1992.0,2949.0,25.44608
144,-29.375,26.625,0.2179,0.1531,2016-01-02,44.219997,2016002.0,-0.13658212,1850.0,2754.0,25.58555
145,-29.625,125.625,0.2288,0.1584,2016-01-02,41.559998,2016002.0,-0.023210013,1921.0,2763.0,25.710949
146,-29.875,125.625,0.24239999,0.1669,2016-01-02,41.579998,2016002.0,-0.05586785,2089.0,2995.0,25.745525
147,-30.125,26.875,0.2307,0.166,2016-01-02,44.35,2016002.0,-0.18682705,1781.0,2647.0,25.84993
148,-30.375,26.875,0.20179999,0.1415,2016-01-02,44.329998,2016002.0,-0.13922638,1775.0,2744.0,25.895056
149,-30.625,125.875,0.3247,0.24499999,2016-01-02,41.73,2016002.0,-0.008001025,3153.0,4095.0,26.031149
150,-32.125,27.375,0.1687,0.0972,2016-01-02,44.59,2016002.0,0.15339644,1136.0,2202.0,26.553032
151,-32.875,27.625,0.25689998,0.14899999,2016-01-02,44.75,2016002.0,0.6219887,894.0,2736.0,26.883287
152,-33.125,27.625,0.3274,0.20459999,2016-01-02,44.71,2016002.0,0.7816426,588.0,2703.0,26.945414
153,42.125,122.375,0.1796,0.169,2016-01-03,77.06,2016003.0,0.021122413,1448.0,2179.0,66.55227
154,39.875,123.125,0.35729998,0.3292,2016-01-03,65.43,2016003.0,0.01864595,1003.0,1701.0,64.51448
155,32.375,75.875,0.1558,0.085499994,2016-01-03,59.52,2016003.0,0.15527537,660.0,1857.0,57.769913
156,31.375,76.125,0.19299999,0.1162,2016-01-03,58.68,2016003.0,0.17046903,616.0,2109.0,56.878136
157,30.625,26.875,0.4319,0.3872,2016-01-03,58.64,2016003.0,0.24333328,4551.0,5549.0,56.205387
158,29.625,27.125,0.3906,0.3317,2016-01-03,57.85,2016003.0,-0.1362029,3394.0,4202.0,55.32316
159,28.875,27.375,0.5311,0.4448,2016-01-03,57.26,2016003.0,0.40318945,4659.0,5550.0,54.66909
160,28.625,27.375,0.54249996,0.4538,2016-01-03,57.02,2016003.0,0.06775116,4558.0,5460.0,54.451946
161,27.875,27.625,0.5397,0.4265,2016-01-03,56.46,2016003.0,0.2623255,4306.0,5360.0,53.793285
162,27.625,77.125,0.3365,0.1557,2016-01-03,55.6,2016003.0,0.7110492,774.0,3305.0,53.593067
163,26.875,27.875,0.43609998,0.2932,2016-01-03,55.649998,2016003.0,0.1929027,2375.0,4109.0,52.926216
164,26.625,77.375,0.2593,0.1806,2016-01-03,54.8,2016003.0,0.17519052,1405.0,2652.0,52.72573
165,25.875,28.125,0.4714,0.4016,2016-01-03,54.86,2016003.0,-0.20691945,4143.0,4743.0,52.05802
166,25.625,77.625,0.25259998,0.189,2016-01-03,53.989998,2016003.0,0.10677911,1315.0,2516.0,51.85898
167,24.875,28.375,0.46989998,0.37,2016-01-03,54.079998,2016003.0,-0.04862794,3866.0,4694.0,51.194523
168,24.625,28.375,0.45929998,0.3662,2016-01-03,53.87,2016003.0,-0.10138453,3785.0,4523.0,50.97641
169,24.625,77.875,0.2635,0.1417,2016-01-03,53.18,2016003.0,0.51971227,683.0,2401.0,50.99713
170,23.875,28.625,0.56159997,0.44,2016-01-03,53.3,2016003.0,-0.08545905,4296.0,5268.0,50.33845
171,23.625,28.625,0.5682,0.44799998,2016-01-03,53.079998,2016003.0,-0.16380128,4553.0,5535.0,50.12029
172,23.625,78.125,0.29189998,0.111899994,2016-01-03,52.399998,2016003.0,0.64414644,730.0,2424.0,50.141624
173,23.375,78.125,0.275,0.126,2016-01-03,52.16,2016003.0,0.19099878,866.0,2273.0,49.924618
174,22.625,28.875,0.5883,0.4736,2016-01-03,52.32,2016003.0,0.18116581,4751.0,5580.0,49.26814
175,22.375,78.375,0.19469999,0.0928,2016-01-03,51.39,2016003.0,0.3828583,494.0,2391.0,49.07222
176,21.625,29.125,0.5473,0.4421,2016-01-03,51.55,2016003.0,-0.19647874,4562.0,5393.0,48.41857
177,21.375,78.625,0.2313,0.1287,2016-01-03,50.6,2016003.0,0.28274986,844.0,2386.0,48.226013
178,20.625,29.375,0.48,0.355,2016-01-03,50.809998,2016003.0,-0.1417742,3724.0,4691.0,47.574543
179,20.375,78.875,0.2366,0.1521,2016-01-03,49.829998,2016003.0,0.3721101,959.0,2389.0,47.38482
180,19.625,29.625,0.5162,0.4024,2016-01-03,50.059998,2016003.0,0.28130156,3918.0,4814.0,46.73939
181,19.375,29.625,0.47079998,0.37469998,2016-01-03,49.84,2016003.0,-0.07949543,3950.0,4787.0,46.527878
182,19.375,79.125,0.2312,0.14549999,2016-01-03,49.059998,2016003.0,0.28659835,760.0,2147.0,46.550533
183,19.125,79.125,0.266,0.1809,2016-01-03,48.84,2016003.0,0.20310456,725.0,2236.0,46.33524
184,18.875,-69.125,0.3743,0.055499997,2016-01-03,51.18,2016003.0,1.3155993,326.0,3855.0,46.078823
185,18.375,29.875,0.4648,0.3709,2016-01-03,49.1,2016003.0,-0.27551243,3729.0,4489.0,45.697502
186,18.125,79.375,0.23979999,0.1466,2016-01-03,48.09,2016003.0,0.33842015,1066.0,2702.0,45.509335
187,17.375,30.125,0.5257,0.3865,2016-01-03,48.37,2016003.0,-0.08637614,3928.0,5050.0,44.87173
188,16.125,30.375,0.5768,0.4454,2016-01-03,47.44,2016003.0,-0.067396075,4513.0,5499.0,43.847042
189,15.125,30.625,0.4741,0.3594,2016-01-03,46.739998,2016003.0,-0.12658484,3333.0,4137.0,43.038086
190,13.875,30.875,0.38509998,0.2747,2016-01-03,45.809998,2016003.0,-0.094569586,2874.0,4063.0,42.034756
191,12.875,31.125,0.32529998,0.2198,2016-01-03,45.129997,2016003.0,0.0018455642,2587.0,3796.0,41.23979
192,11.625,31.375,0.22309999,0.1321,2016-01-03,44.27,2016003.0,0.19657074,1360.0,2416.0,40.256237
193,10.625,31.625,0.1691,0.1161,2016-01-03,43.61,2016003.0,0.16772003,1248.0,2135.0,39.48034
194,9.375,31.875,0.25,0.1457,2016-01-03,42.76,2016003.0,0.08100961,1383.0,2569.0,38.52279
195,7.625,-66.625,0.2538,0.099599995,2016-01-03,43.75,2016003.0,0.9232768,879.0,3281.0,37.176563
196,5.875,32.625,0.1971,0.1485,2016-01-03,40.51,2016003.0,0.19924529,1225.0,2134.0,35.92749
197,4.625,32.875,0.2263,0.103999995,2016-01-03,39.719997,2016003.0,0.5357583,599.0,2522.0,35.034184
198,1.125,33.625,0.2351,0.0795,2016-01-03,37.71,2016003.0,0.91843283,468.0,3061.0,32.64943
199,-1.125,34.125,0.3322,0.18959999,2016-01-03,36.5,2016003.0,0.77143645,703.0,3170.0,31.221668
200,-2.375,34.375,0.38689998,0.12619999,2016-01-03,35.88,2016003.0,1.2897642,574.0,3621.0,30.458649
201,-3.375,34.625,0.2917,0.0517,2016-01-03,35.41,2016003.0,0.88554835,498.0,3385.0,29.866549
202,-5.875,35.125,0.32459998,0.1522,2016-01-03,34.26,2016003.0,0.42455968,1505.0,3664.0,28.513329
203,-7.125,35.375,0.27089998,0.0871,2016-01-03,33.75,2016003.0,1.2170736,635.0,3411.0,27.896587
204,-9.375,35.875,0.3274,0.1969,2016-01-03,32.93,2016003.0,1.0152218,522.0,3355.0,26.868156
205,-10.375,36.125,0.3089,0.2294,2016-01-03,32.63,2016003.0,0.6606025,791.0,2722.0,26.45926
206,-13.875,36.875,0.4436,0.27359998,2016-01-03,31.679998,2016003.0,1.0064985,579.0,3213.0,25.280764
207,-15.625,136.125,0.1677,0.0872,2016-01-03,28.46,2016003.0,0.088797905,911.0,1944.0,24.877693
208,-16.125,37.375,0.3645,0.17029999,2016-01-03,31.26,2016003.0,0.88350534,1220.0,3597.0,24.742926
209,-16.625,136.375,0.1938,0.102299996,2016-01-03,28.32,2016003.0,0.032921813,1804.0,2819.0,24.68403
210,-17.375,37.625,0.2462,0.076699995,2016-01-03,31.029999,2016003.0,0.41596353,827.0,2800.0,24.515392
211,-17.625,136.625,0.1882,0.1091,2016-01-03,28.189999,2016003.0,0.16908878,1201.0,2140.0,24.531364
212,-17.875,136.625,0.1547,0.0915,2016-01-03,28.109999,2016003.0,0.42750907,1191.0,2214.0,24.480165
213,-18.875,136.875,0.205,0.116799995,2016-01-03,28.01,2016003.0,0.102379,1820.0,2750.0,24.372475
214,-19.875,137.125,0.2582,0.1431,2016-01-03,27.97,2016003.0,0.3339166,1840.0,3118.0,24.306656
215,-20.875,137.375,0.28219998,0.17289999,2016-01-03,27.939999,2016003.0,0.2749776,1991.0,3232.0,24.277164
216,-21.125,137.375,0.2811,0.20729999,2016-01-03,27.88,2016003.0,0.107707776,2575.0,3772.0,24.25194
217,-22.125,137.625,0.3048,0.21169999,2016-01-03,27.89,2016003.0,-0.334199,2360.0,3597.0,24.275782
218,-23.125,137.875,0.3026,0.2208,2016-01-03,27.98,2016003.0,-0.16633719,2690.0,3790.0,24.331196
219,-24.125,138.125,0.3742,0.2561,2016-01-03,28.06,2016003.0,-0.090852246,2693.0,3763.0,24.43387
220,-25.125,138.375,0.41099998,0.3202,2016-01-03,28.16,2016003.0,-0.03465872,3536.0,4676.0,24.570784
221,-26.125,138.625,0.41259998,0.3324,2016-01-03,28.3,2016003.0,0.15594031,3783.0,4801.0,24.742477
222,-27.125,138.875,0.26639998,0.2226,2016-01-03,28.5,2016003.0,-0.056363255,2265.0,3089.0,24.952635
223,-28.125,139.125,0.387,0.3145,2016-01-03,28.699999,2016003.0,0.01167825,3562.0,4517.0,25.197378
224,-29.125,139.375,0.41709998,0.34109998,2016-01-03,28.92,2016003.0,0.123585135,3288.0,4014.0,25.481379
225,-30.125,139.625,0.29209998,0.1875,2016-01-03,29.179998,2016003.0,0.14954208,2070.0,3199.0,25.781605
226,-31.125,139.875,0.3958,0.30679998,2016-01-03,51.05,2016003.0,0.2974338,2892.0,3856.0,26.118391
227,-32.125,140.125,0.2927,0.22989999,2016-01-03,51.01,2016003.0,0.24559264,1918.0,2699.0,26.490297
228,-32.875,140.375,0.22839999,0.1468,2016-01-03,30.08,2016003.0,0.034037985,2087.0,3138.0,26.8287
229,-33.875,140.625,0.2977,0.21519999,2016-01-03,30.429998,2016003.0,0.24614306,1694.0,2743.0,27.239548
230,-34.625,140.875,0.31469998,0.2145,2016-01-03,51.36,2016003.0,-0.29439676,2410.0,3465.0,27.606161
231,-38.125,141.875,0.21419999,0.1113,2016-01-03,51.879997,2016003.0,0.39373678,806.0,2548.0,29.390657
232,44.125,135.625,0.2179,0.182,2016-01-04,72.189995,2016004.0,-0.119841196,1834.0,2486.0,68.275345
233,42.875,86.625,0.2922,0.2732,2016-01-04,71.81,2016004.0,0.04647042,1977.0,2081.0,67.12162
234,39.625,87.625,0.3012,0.269,2016-01-04,69.32,2016004.0,-0.038467176,2880.0,3218.0,64.15386
